id_barrio;barrio;origen
46571;CAUCASIA;cobro
47470;CEPITÁ;cobro
47068;CERETÉ;cobro
46872;CERINZA;cobro
47471;CERRITO;cobro
47268;CERRO SAN ANTONIO;cobro
46743;CÉRTEGUI;cobro
47034;CHACHAGÜÍ;cobro
47114;CHAGUANÍ;cobro
47538;CHALÁN;cobro
46725;CHÁMEZA;cobro
47573;CHAPARRAL;cobro
47484;CHARALÁ;cobro
47506;CHARTA;cobro
46673;CHIGORODÓ;cobro
47046;CHIMÁ;cobro
47309;CHIMÁ;cobro
46989;CHIMICHAGUA;cobro
47411;CHINÁCOTA;cobro
46805;CHINAVITA;cobro
47058;CHINÚ;cobro
47122;CHIPAQUE;cobro
47520;CHIPATÁ;cobro
46823;CHIQUINQUIRÁ;cobro
46763;CHÍQUIZA;cobro
46739;CHIRIGUANÁ;cobro
46778;CHISCAS;cobro
46880;CHITA;cobro
47405;CHITAGÁ;cobro
46845;CHITARAQUE;cobro
46764;CHIVATÁ;cobro
46927;CHIVOLO;cobro
46837;CHIVOR;cobro
47123;CHOACHÍ;cobro
47074;CHOCONTÁ;cobro
46721;CICUCO;cobro
47263;CIÉNAGA;cobro
47069;CIÉNAGA DE ORO;cobro
46796;CIÉNEGA;cobro
47521;CIMITARRA;cobro
47438;CIRCASIA;cobro
46584;CISNEROS;cobro
46654;CIUDAD BOLÍVAR;cobro
46722;CLEMENCIA;cobro
46631;COCORNÁ;cobro
47584;COELLO;cobro
47141;COGUA;cobro
47215;COLOMBIA;cobro
47417;COLÓN;cobro
47036;COLÓN GENOVA;cobro
47539;COLOSO;cobro
46765;CÓMBITA;cobro
46632;CONCEPCIÓN;cobro
47472;CONCEPCIÓN;cobro
46655;CONCORDIA;cobro
47269;CONCORDIA;cobro
47035;CONDOTO;cobro
47453;CONFINES;cobro
47104;CONSACÁ;cobro
47364;CONTADERO;cobro
47454;CONTRATACIÓN;cobro
47390;CONVENCIÓN;cobro
46824;COPER;cobro
46726;CÓRDOBA;cobro
47365;CÓRDOBA;cobro
47282;CÓRDOBA;cobro
46957;CORINTO;cobro
47485;COROMORO;cobro
47549;COROZAL;cobro
46873;CORRALES;cobro
47047;COTORRA;cobro
46812;COVARACHÍA;cobro
47543;COVEÑAS;cobro
47574;COYAIMA;cobro
46686;CRAVO NORTE;cobro
47366;CUASPUD;cobro
46779;CUBARÁ;cobro
47029;CUBARRAL;cobro
46766;CUCAITA;cobro
47181;CUCUNUBÁ;cobro
47398;CÚCUTA;cobro
47378;CUCUTILLA;cobro
46858;CUÍTIVA;cobro
47303;CUMARAL;cobro
47646;CUMARIBO;cobro
47367;CUMBAL;cobro
47351;CUMBITARA;cobro
47568;CUNDAY;cobro
46719;CURILLO;cobro
47486;CURITÍ;cobro
46991;CURUMANÍ;cobro
46614;DABEIBA;cobro
47635;DAGUA;cobro
47241;DIBULLA;cobro
46920;DISTRACCIÓN;cobro
47593;DOLORES;cobro
47601;DON MATÍAS;cobro
46874;DUITAMA;cobro
47412;DURANIA;cobro
46615;EBÉJICO;cobro
47624;EL ÁGUILA;cobro
46572;EL BAGRE;cobro
47278;EL BANCO;cobro
47625;EL CAIRO;cobro
47304;EL CALVARIO;cobro
46740;EL CANTÓN DEL SAN PABLO;cobro
47391;EL CARMEN;cobro
47016;EL CARMEN DE ATRATO;cobro
46675;EL CARMEN DE BOLÍVAR;cobro
47500;EL CARMEN DE CHUCURÍ;cobro
47608;EL CARMEN DE VIBORAL;cobro
47285;EL CASTILLO;cobro
47611;EL CERRITO;cobro
47337;EL CHARCO;cobro
46780;EL COCUY;cobro
47174;EL COLEGIO;cobro
46997;EL COPEY;cobro
46916;EL DONCELLO;cobro
47286;EL DORADO;cobro
47626;EL DOVIO;cobro
46559;EL ENCANTO;cobro
46781;EL ESPINO;cobro
47455;EL GUACAMAYO;cobro
46729;EL GUAMO;cobro
47031;El Litoral del San Juan;cobro
47248;EL MOLINO;cobro
46998;EL PASO;cobro
46917;EL PAUJIL;cobro
47316;EL PEÑOL;cobro
46677;EL PEÑÓN;cobro
47131;EL PEÑÓN;cobro
47522;EL PEÑÓN;cobro
46929;EL PIÑÓN;cobro
47507;EL PLAYÓN;cobro
46951;EL RETÉN;cobro
47200;EL RETORNO;cobro
47550;EL ROBLE;cobro
47150;EL ROSAL;cobro
47352;EL ROSARIO;cobro
47448;EL SANTUARIO;cobro
47105;EL TABLÓN DE GÓMEZ;cobro
46948;EL TAMBO;cobro
47317;EL TAMBO;cobro
47385;EL TARRA;cobro
47399;EL ZULIA;cobro
47232;ELÍAS;cobro
47487;ENCINO;cobro
47473;ENCISO;cobro
46598;ENTRERRIOS;cobro
47585;ESPINAL;cobro
47151;FACATATIVÁ;cobro
47563;FALAN;cobro
46886;FILADELFIA;cobro
47436;FILANDIA;cobro
46859;FIRAVITOBA;cobro
47586;FLANDES;cobro
